0,1862.7076220485403,0.0,3725.4152440970806
1,1770.0977861412,1770.0977861412,1770.0977861412
2,3754.4187957065665,1770.0977861412,5738.739805271933
0,1377.8602803769393,0.0,2755.7205607538785
1,1398.9787363024893,1398.9787363024893,1398.9787363024893
2,3685.549020365207,1398.9787363024893,5972.119304427924
3,4050.880764737011,1398.9787363024893,5972.119304427924
4,3447.956562690795,1398.9787363024893,5972.119304427924
5,758.3652501526361,-10000.0,5972.119304427924
6,-1034.6956248728031,-10000.0,5972.119304427924
7,-793.2173435072572,-10000.0,5972.119304427924
8,-538.5645797264517,-10000.0,5972.119304427924
9,475.62237822924646,-10000.0,8589.118041874832
10,1446.450020299455,-10000.0,10183.898798931332
11,-10000.0,-10000,-10000
12,-3839.178214432789,-10000.0,2321.6435711344216
13,-2164.256454036867,-10000.0,2321.6435711344216
14,-4123.19234052765,-10000.0,2321.6435711344216
15,-2775.5577962831276,-10000.0,2614.9803806949626
16,-2154.732526428076,-10000.0,2614.9803806949626
17,-3275.4850226526364,-10000.0,2614.9803806949626
18,-2467.031266495062,-10000.0,3192.145026607961
19,-3304.0277924400552,-10000.0,3192.145026607961
20,-2177.812175269588,-10000.0,7958.128379264618
21,634.4114050280284,634.4114050280284,634.4114050280284
22,966.1484571350916,634.4114050280284,1297.8855092421547
23,2674.069246938296,634.4114050280284,6089.910826544706
24,-494.4480647962778,-10000.0,6089.910826544706
25,-2395.5584518370224,-10000.0,6089.910826544706
26,-1907.4326713056973,-10000.0,6089.910826544706
27,-484.608744443199,-10000.0,8052.334816731792
28,167.2701078233847,-10000.0,8052.334816731792
29,-962.426570823658,-10000.0,8052.334816731792
30,-1866.1839137412921,-10000.0,8052.334816731792
31,943.2080226630491,943.2080226630491,943.2080226630491
32,-4528.395988668475,-10000.0,943.2080226630491
33,-6352.26399244565,-10000.0,943.2080226630491
34,-7264.197994334238,-10000.0,943.2080226630491
35,-5340.727321126081,-10000.0,2353.155371706547
36,-4343.626889880289,-10000.0,2353.155371706547
37,-2854.0124660729275,-10000.0,6083.6740767712445
38,-3747.2609078138116,-10000.0,6083.6740767712445
39,-3068.735823142932,-10000.0,6083.6740767712445
40,-2399.821339987017,-10000.0,6083.6740767712445
41,645.7355417042659,645.7355417042659,645.7355417042659
42,10140.851648457772,645.7355417042659,19635.967755211277
43,7058.70016322907,645.7355417042659,19635.967755211277
44,2794.0251224218027,-10000.0,19635.967755211277
45,2637.1092096635093,-10000.0,19635.967755211277
46,530.9243413862578,-10000.0,19635.967755211277
47,-973.4934216689219,-10000.0,19635.967755211277
48,-2101.8067439603064,-10000.0,19635.967755211277
49,-1631.2390200074037,-10000.0,19635.967755211277
50,-1046.7557980080612,-10000.0,19635.967755211277
51,562.973404280963,562.973404280963,562.973404280963
52,1102.8482343477363,562.973404280963,1642.7230644145097
53,909.9527205406117,524.1616929263628,1642.7230644145097
54,1224.7098413451922,524.1616929263628,2168.981203758934
55,1085.674112087559,524.1616929263628,2168.981203758934
56,1529.676156419935,524.1616929263628,3749.686378081814
57,-117.42043735434137,-10000.0,3749.686378081814
58,-20.66297759861834,-10000.0,3749.686378081814
59,-1129.478202309883,-10000.0,3749.686378081814
60,-2016.5303820788947,-10000.0,3749.686378081814
61,2303.535297456737,2303.535297456737,2303.535297456737
